id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
eaf-00349,Animal Policy International (API) — Animal Welfare Fund,Animal Policy International (API),94000,2023-07-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,"Fund ~50% of API’s operating budget for 2024, for advocacy work on applying local animal welfare standards to imports"
eaf-00353,Riya Sharma — Long-Term Future Fund,Riya Sharma,1700,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Funding to attend BWC meeting to discuss transparency with country representatives & work on research project
eaf-00355,Bilal Chughtai — Long-Term Future Fund,Bilal Chughtai,41000,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,6 month salary to work on mech interp research with mentorship from Prof David Bau
eaf-00357,John Wentworth — Long-Term Future Fund,John Wentworth,200000,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"1-year stipend to continue research on agency, focused on natural abstraction"
eaf-00359,Het Harrison Collectief (The Harrison Collective) — Animal Welfare Fund,Het Harrison Collectief (The Harrison Collective),27405,2023-07-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Starter funding for organization seeking to abolish harmful practices in the animal production industry
eaf-00360,One Health and Development Initiative (OHDI) — Animal Welfare Fund,One Health and Development Initiative (OHDI),50000,2023-07-01,EA Funds,AW,Animal Welfare Fund,Animal Welfare Fund,,,,,,Scaling up Aquaculture Fish Welfare Training and Intervention among Fish Farmers in Africa
eaf-00361,Effective Altruism Poland — EA Infrastructure Fund,Effective Altruism Poland,5000,2023-07-01,EA Funds,Meta,EA Infrastructure Fund,EA Infrastructure Fund,,,,,,6-month marketing budget for Polish effective fundraising platform
eaf-00362,Nathaniel Sharadin — Long-Term Future Fund,Nathaniel Sharadin,33000,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,Undergrad buyout to teach AI safety in Hong Kong’s new MA program on AI; China-West AI Safety workshop
eaf-00363,Arran McCutcheon — Long-Term Future Fund,Arran McCutcheon,6000,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,3-month part-time salary in order to work on AI governance projects and activities
eaf-00365,MentaLeap — Long-Term Future Fund,MentaLeap,40000,2023-07-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"In MentaLeap, cybersecurity experts, AI researchers, and neuroscientists collaborate to reverse-engineer neural networks"
eaf-00366,Nutrition International - 7/25/2023 — Global Health and Development Fund,Nutrition International - 7/25/2023,2500000,2023-07-01,EA Funds,GH,Global Health and Development Fund,Global Health and Development Fund,,,,,,Support for Nutrition International's vitamin A supplementation work in Chad.
op-00511,Berkeley Existential Risk Initiative — Lab Retreat,Berkeley Existential Risk Initiative,35000,2023-07-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Berkeley Existential Risk Initiative — Lab Retreat. Focus area: Potential Risks from Advanced AI
op-00422,Animal Kingdom Foundation — Farm Animal Welfare in the Philippines,Animal Kingdom Foundation,374800,2023-07-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal Kingdom Foundation — Farm Animal Welfare in the Philippines. Focus area: Farm Animal Welfare
op-00389,Center for Global Development — USAID Staff Placement,Center for Global Development,107000,2023-07-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Center for Global Development — USAID Staff Placement. Focus area: Global Aid Policy
op-00466,Princeton University — Graduate Student Support,Princeton University,500000,2023-07-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Princeton University — Graduate Student Support. Focus area: Global Catastrophic Risks Capacity Building
op-00469,User-Friendly Marketing — Corporate Outreach Support,User-Friendly Marketing,40000,2023-07-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,User-Friendly Marketing — Corporate Outreach Support. Focus area: Farm Animal Welfare
op-00396,BlueDot Impact — General Support (July 2023),BlueDot Impact,1542364,2023-07-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,BlueDot Impact — General Support (July 2023). Focus area: Global Catastrophic Risks Capacity Building
op-00499,FAR AI — General Support (2023),FAR AI,460000,2023-07-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,Open Philanthropy; SFF,,FAR AI — General Support (2023). Focus area: Potential Risks from Advanced AI
op-00505,World Health Organization — Responsible Life Sciences Research,World Health Organization,900000,2023-07-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,World Health Organization — Responsible Life Sciences Research. Focus area: Biosecurity & Pandemic Preparedness
op-00501,Peterson Institute for International Economics — Indian Economic Policy Reform (2023),Peterson Institute for International Economics,500000,2023-07-01,Open Philanthropy,GH,Global Health & Development,,,,,,,Peterson Institute for International Economics — Indian Economic Policy Reform (2023). Focus area: Global Health & Development
op-00303,Massachusetts Institute of Technology — AI Trends and Impacts Research (2023),Massachusetts Institute of Technology,2911324,2023-07-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Massachusetts Institute of Technology — AI Trends and Impacts Research (2023). Focus area: Potential Risks from Advanced AI
op-00384,Humane Society International India — Exit Grant,Humane Society International India,60000,2023-07-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Humane Society International India — Exit Grant. Focus area: Farm Animal Welfare
op-00412,Open New York — General Support (2023),Open New York,2000000,2023-07-01,Open Philanthropy,Other,Land Use Reform,,,,,,,Open New York — General Support (2023). Focus area: Land Use Reform
op-00414,EffiSciences — Existential Risk Programs (2023),Effisciences,205000,2023-07-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,EffiSciences — Existential Risk Programs (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00416,The European Consumer Organisation — EU Farm Animal Welfare Advocacy,European Consumer Organisation,215000,2023-07-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,The European Consumer Organisation — EU Farm Animal Welfare Advocacy. Focus area: Farm Animal Welfare
op-00434,Eradivir — Influenza Antiviral Drug,Eradivir,1000000,2023-07-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Eradivir — Influenza Antiviral Drug. Focus area: Biosecurity & Pandemic Preparedness
op-00443,University of Bonn — Influenza Drug Development,University of Bonn,2200000,2023-07-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Bonn — Influenza Drug Development. Focus area: Human Health and Wellbeing
op-00486,"University of California, San Francisco Foundation — Reproductive Medicine Research (2023)","University of California, San Francisco",200000,2023-07-01,Open Philanthropy,Other,Scientific Research,,,,,,,"University of California, San Francisco Foundation — Reproductive Medicine Research (2023). Focus area: Scientific Research"
op-00487,CDC Foundation — Malaria Control Research Project (2023),CDC Foundation,900000,2023-07-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,CDC Foundation — Malaria Control Research Project (2023). Focus area: Human Health and Wellbeing
op-00502,Sightline Institute — Housing Reform in Washington and Oregon (2023),Sightline Institute,660000,2023-07-01,Open Philanthropy,Other,Land Use Reform,,,,,,,Sightline Institute — Housing Reform in Washington and Oregon (2023). Focus area: Land Use Reform
op-00510,Queen Mary University of London — Animal Sentience Research,Queen Mary University of London,980926,2023-07-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Queen Mary University of London — Animal Sentience Research. Focus area: Farm Animal Welfare
residual-ace-2023,ACE — Unpublished Grants (2023),Various (ACE),8800000,2023-07-01,ACE,AW,Residual (0.0% itemized),,TRUE,,,,,
residual-founders-pledge-2023,Founders Pledge — Unpublished Grants (2023),Various (Founders Pledge),36810075,2023-07-01,Founders Pledge,Other,Residual (0.0% itemized),,TRUE,,,,,
gw-00163,Exit Grant for Deworming in Burundi and Mauritania,Unlimit Health (formerly SCI Foundation),1012347,2023-06-22,GiveWell,GH,Global Health & Development,All Grants Fund,,"Burundi,Mauritania",Deworming,All Grants Fund; Doneer Effectief; Effective Altruism New Zealand,https://www.givewell.org/research/grants/unlimit-health-exit-burundi-mauritania-june-2023,"Exit Grant for Deworming in Burundi and Mauritania. Country: Burundi,Mauritania. Topics: Deworming. Funded by: All Grants Fund,Doneer Effectief,Effective Altruism New Zealand"
gw-00164,Support for Insecticide-Treated Nets Campaigns in DRC,Against Malaria Foundation,17554061,2023-06-09,GiveWell,GH,Global Health & Development,Top Charities Fund,,Democratic Republic of the Congo,Malaria; Insecticide-treated nets (ITNs),Top Charities Fund; All Grants Fund,https://www.givewell.org/research/grants/against-malaria-foundation-support-for-itn-campaigns-in-drc-june-2023,"Support for Insecticide-Treated Nets Campaigns in DRC. Country: Democratic Republic of the Congo. Topics: Malaria,Insecticide-treated nets (ITNs). Funded by: Top Charities Fund,All Grants Fund"
op-00494,Animal Empathy Philippines — Community Building Work,Animal Empathy Philippines,200000,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Animal Empathy Philippines — Community Building Work. Focus area: Farm Animal Welfare
op-00255,Wild Animal Initiative – Academic Field Building,Wild Animal Initiative,2500000,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Wild Animal Initiative – Academic Field Building. Focus area: Farm Animal Welfare
op-00448,AI Safety Support — SERI MATS 4.0,AI Safety Support,1240840,2023-06-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,AI Safety Support — SERI MATS 4.0. Focus area: Potential Risks from Advanced AI
op-00373,Columbia University — Regulatory Affairs Position,Columbia University,138600,2023-06-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,Columbia University — Regulatory Affairs Position. Focus area: Global Health & Wellbeing
op-00449,Berkeley Existential Risk Initiative — SERI MATS 4.0,Berkeley Existential Risk Initiative,428942,2023-06-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Berkeley Existential Risk Initiative — SERI MATS 4.0. Focus area: Potential Risks from Advanced AI
op-00405,Legal Priorities Project — General Support,Legal Priorities Project,170000,2023-06-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Legal Priorities Project — General Support. Focus area: Global Catastrophic Risks
op-00398,"Centre for Effective Altruism — General Support (EVF, June 2023)",Centre for Effective Altruism,11000000,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,"Centre for Effective Altruism — General Support (EVF, June 2023). Focus area: Global Catastrophic Risks Capacity Building"
op-00369,People for Animals Uttarakhand — Farm Animal Welfare in India (2023),People for Animals Uttarakhand,204400,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,People for Animals Uttarakhand — Farm Animal Welfare in India (2023). Focus area: Farm Animal Welfare
op-00435,"Centre for Effective Altruism — General Support (EVF USA, June 2023)",Effective Ventures Foundation USA,2360192,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,"Centre for Effective Altruism — General Support (EVF USA, June 2023). Focus area: Global Catastrophic Risks Capacity Building"
op-00381,World Animal Protection — Farm Animal Welfare in Kenya,World Animal Protection,138000,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,World Animal Protection — Farm Animal Welfare in Kenya. Focus area: Farm Animal Welfare
op-00397,BlueDot Impact — General Support (2023),BlueDot Impact,388890,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,BlueDot Impact — General Support (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00395,Madre Brava — Corporate Commitments for Alternative Proteins,Madre Brava,300000,2023-06-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,Madre Brava — Corporate Commitments for Alternative Proteins. Focus area: Alternatives to Animal Products
op-00490,Government Relations Group — Global Health Aid Study Tours,Government Relations Group,440750,2023-06-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Government Relations Group — Global Health Aid Study Tours. Focus area: Global Aid Policy
op-00382,Effective Altruism Germany — ML4Good Bootcamp,Effective Altruism Germany,40377,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Altruism Germany — ML4Good Bootcamp. Focus area: Global Catastrophic Risks Capacity Building
op-00378,International Vaccine Institute — Strep A Vaccine Global Consortium,International Vaccine Institute,3600492,2023-06-01,Open Philanthropy,GH,Global Health & Wellbeing,,,,,,,International Vaccine Institute — Strep A Vaccine Global Consortium. Focus area: Global Health & Wellbeing
op-00497,Apollo Research — Startup Funding,Apollo Research,1535480,2023-06-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Apollo Research — Startup Funding. Focus area: Potential Risks from Advanced AI
op-00406,Condor Camp — Summer Program for Brazilian Students,Condor Camp,301197,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Condor Camp — Summer Program for Brazilian Students. Focus area: Global Catastrophic Risks Capacity Building
op-00380,Washington University in St. Louis — Research on Cryptosporidium Hominis (2023),Washington University in St. Louis,1200000,2023-06-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Washington University in St. Louis — Research on Cryptosporidium Hominis (2023). Focus area: Human Health and Wellbeing
op-00287,PoliPoli — Global Health Aid Advocacy and Incubation,PoliPoli,506982,2023-06-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,PoliPoli — Global Health Aid Advocacy and Incubation. Focus area: Global Aid Policy
op-00370,SJS Inc. — Market Shaping for Alternative Proteins,SJS Inc.,300000,2023-06-01,Open Philanthropy,AW,Alternatives to Animal Products,,,,,,,SJS Inc. — Market Shaping for Alternative Proteins. Focus area: Alternatives to Animal Products
op-00391,National Bureau of Economic Research — Innovation Policy Working Group (2023),National Bureau of Economic Research,214775,2023-06-01,Open Philanthropy,Other,Innovation Policy,,,,,,,National Bureau of Economic Research — Innovation Policy Working Group (2023). Focus area: Innovation Policy
op-00401,Foundation for American Innovation — AI Safety Policy Advocacy,Foundation for American Innovation,552500,2023-06-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Foundation for American Innovation — AI Safety Policy Advocacy. Focus area: Potential Risks from Advanced AI
op-00402,Effective Altruism Switzerland — Zurich Coworking Space,Effective Altruism Switzerland,101426,2023-06-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Altruism Switzerland — Zurich Coworking Space. Focus area: Global Catastrophic Risks Capacity Building
op-00404,Wisdom Good Works — Rodenticide Alternative,Wisdom Good Works,702600,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Wisdom Good Works — Rodenticide Alternative. Focus area: Farm Animal Welfare
op-00573,L214 — Corporate Campaigns in France (2023),L214,2901250,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,L214 — Corporate Campaigns in France (2023). Focus area: Farm Animal Welfare
op-00491,University of Edinburgh — Preterm Birth RCT,University of Edinburgh,344973,2023-06-01,Open Philanthropy,Other,Scientific Research,,,,,,,University of Edinburgh — Preterm Birth RCT. Focus area: Scientific Research
op-00492,University of Edinburgh — Syphilis Genome Sequencing,University of Edinburgh,357880,2023-06-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Edinburgh — Syphilis Genome Sequencing. Focus area: Human Health and Wellbeing
op-00495,Constellation — Coworking Space,Constellation,3000000,2023-06-01,Open Philanthropy,LTXR,Global Catastrophic Risks,,,,,,,Constellation — Coworking Space. Focus area: Global Catastrophic Risks
op-00496,Redwood Research — General Support (2023),Redwood Research,5300000,2023-06-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Redwood Research — General Support (2023). Focus area: Potential Risks from Advanced AI
op-00517,Welfare Matters — Farm Animal Welfare Movement Building in Southeast Asia,Welfare Matters,1000000,2023-06-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Welfare Matters — Farm Animal Welfare Movement Building in Southeast Asia. Focus area: Farm Animal Welfare
op-00523,University of Texas Medical Branch — Nucleic Acid Antiviral Testing,University of Texas Medical Branch,200000,2023-06-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,University of Texas Medical Branch — Nucleic Acid Antiviral Testing. Focus area: Human Health and Wellbeing
gw-00165,Monitoring and Evaluation of Clubfoot Treatment Program,MiracleFeet,596500,2023-05-25,GiveWell,GH,Global Health & Development,All Grants Fund,,"Chad,Côte d’Ivoire,Philippines",Clubfoot,All Grants Fund,https://www.givewell.org/research/grants/miraclefeet-monitoring-and-evaluation-may-2023,"Monitoring and Evaluation of Clubfoot Treatment Program. Country: Chad,Côte d’Ivoire,Philippines. Topics: Clubfoot. Funded by: All Grants Fund"
gw-00166,"Vitamin A Supplementation Renewal, Chad",Nutrition International,5977851,2023-05-17,GiveWell,GH,Global Health & Development,All Grants Fund,,Chad,Nutrition; Supplementation; Vitamin A supplementation (VAS),All Grants Fund; Effective Altruism Funds,https://www.givewell.org/research/grants/nutrition-international-VAS-chad-may-2023,"Vitamin A Supplementation Renewal, Chad. Country: Chad. Topics: Nutrition,Supplementation,Vitamin A supplementation (VAS). Funded by: All Grants Fund,Effective Altruism Funds"
gw-00167,Expansion of Conditional Cash Transfers for Infant Immunization,New Incentives,12606851,2023-05-03,GiveWell,GH,Global Health & Development,Top Charities Fund,,Nigeria,Conditional cash transfers (CCTs); Incentives; Vaccines,Top Charities Fund; Effective Altruism Australia; Effective Altruism New Zealand; Giving What We Can,https://www.givewell.org/research/grants/new-incentives-nigeria-expansion-extension-may-2023,"Expansion of Conditional Cash Transfers for Infant Immunization. Country: Nigeria. Topics: Conditional cash transfers (CCTs),Incentives,Vaccines. Funded by: Top Charities Fund,Effective Altruism Australia,Effective Altruism New Zealand,Giving What We Can"
op-00483,Innovate Animal Ag — Farm Animal Welfare Technology Adoption,Innovate Animal Ag,200000,2023-05-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Innovate Animal Ag — Farm Animal Welfare Technology Adoption. Focus area: Farm Animal Welfare
op-00394,Conjecture — AI Safety Technical Program,Conjecture,223569,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Conjecture — AI Safety Technical Program. Focus area: Potential Risks from Advanced AI
op-00393,AI Safety Support — AI Safety Technical Program (May 2023),AI Safety Support,146165,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,AI Safety Support — AI Safety Technical Program (May 2023). Focus area: Potential Risks from Advanced AI
op-00508,Ethical Seafood Research — Research on Farmed Tilapia Welfare in Egypt,Ethical Seafood Research,56250,2023-05-01,Open Philanthropy,AW,Farm Animal Welfare,,,,,,,Ethical Seafood Research — Research on Farmed Tilapia Welfare in Egypt. Focus area: Farm Animal Welfare
op-00546,"80,000 Hours — General Support (May 2023)","80,000 Hours",5575238,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,"80,000 Hours — General Support (May 2023). Focus area: Global Catastrophic Risks Capacity Building"
op-00460,Council on Strategic Risks — Biosecurity Fellowship,Council on Strategic Risks,326500,2023-05-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Council on Strategic Risks — Biosecurity Fellowship. Focus area: Biosecurity & Pandemic Preparedness
op-00562,Vital Strategies — LPG Subsidies Analysis,Vital Strategies,37536,2023-05-01,Open Philanthropy,LTXR,South Asian Air Quality,,,,,,,Vital Strategies — LPG Subsidies Analysis. Focus area: South Asian Air Quality
op-00524,RAND Corporation — Biosecurity Policy,RAND Corporation,14000000,2023-05-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,RAND Corporation — Biosecurity Policy. Focus area: Biosecurity & Pandemic Preparedness
op-00530,Joep Lange Institute — Expanding the Donor Base for Global Health,Joep Lange Institute,450000,2023-05-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Joep Lange Institute — Expanding the Donor Base for Global Health. Focus area: Global Aid Policy
op-00507,Effective Altruism Consulting Network — General Support (2023),Consultants for Impact,380000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Altruism Consulting Network — General Support (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00377,Owain Evans Research Group — AI Evaluations Research,Effective Ventures Foundation USA,838620,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Owain Evans Research Group — AI Evaluations Research. Focus area: Potential Risks from Advanced AI
op-00545,Johns Hopkins Center for Health Security — Health Security Scholars,Johns Hopkins Center for Health Security,381220,2023-05-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,Johns Hopkins Center for Health Security — Health Security Scholars. Focus area: Biosecurity & Pandemic Preparedness
op-00520,University of Chicago — Research on Complementary AI,University of Chicago,250000,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,University of Chicago — Research on Complementary AI. Focus area: Potential Risks from Advanced AI
op-00582,University of Chicago — Existential Risk Laboratory Fellowship Program,University of Chicago,285000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,University of Chicago — Existential Risk Laboratory Fellowship Program. Focus area: Global Catastrophic Risks Capacity Building
op-00280,Government Relations Group – Japan and Korea Aid Policy Dialogues,Government Relations Group,355030,2023-05-01,Open Philanthropy,GH,Global Aid Policy,,,,,,,Government Relations Group – Japan and Korea Aid Policy Dialogues. Focus area: Global Aid Policy
op-00521,University of Michigan — Research on Gamete Development (2023),University of Michigan,2000000,2023-05-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,University of Michigan — Research on Gamete Development (2023). Focus area: Transformative Basic Science
op-00540,Life Sciences Research Foundation — Postdoctoral Fellowships (2023),Life Sciences Research Foundation,401750,2023-05-01,Open Philanthropy,Other,Transformative Basic Science,,,,,,,Life Sciences Research Foundation — Postdoctoral Fellowships (2023). Focus area: Transformative Basic Science
op-00581,Swiss Existential Risk Initiative — Summer Research Fellowship,Pivotal Research,286500,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Swiss Existential Risk Initiative — Summer Research Fellowship. Focus area: Global Catastrophic Risks Capacity Building
op-00538,Michael West — Pivotal Essay Contest,Unknown,80500,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Michael West — Pivotal Essay Contest. Focus area: Global Catastrophic Risks Capacity Building
op-00579,Rational Animations — Video Animation Costs (2023),Rational Animations,1000000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Rational Animations — Video Animation Costs (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00528,Non-Trivial — Fellowship Program,Non-Trivial,315894,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Non-Trivial — Fellowship Program. Focus area: Global Catastrophic Risks Capacity Building
op-00537,Effective Altruism Funds — Regranting and Operations Support (May 2023),Effective Altruism Funds,3370000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Effective Altruism Funds — Regranting and Operations Support (May 2023). Focus area: Global Catastrophic Risks Capacity Building
op-00428,Stiftelsen Impact Academy — Future Academy Program,Stiftelsen Impact Academy,62000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Stiftelsen Impact Academy — Future Academy Program. Focus area: Global Catastrophic Risks Capacity Building
op-00488,Kurzgesagt — Video Production (2023),Kurzgesagt,1700000,2023-05-01,Open Philanthropy,Meta,Global Catastrophic Risks Capacity Building,,,,,,,Kurzgesagt — Video Production (2023). Focus area: Global Catastrophic Risks Capacity Building
op-00506,Global Alcohol Policy Alliance — Conference Travel Support,Global Alcohol Policy Alliance,75000,2023-05-01,Open Philanthropy,GH,Global Public Health Policy,,,,,,,Global Alcohol Policy Alliance — Conference Travel Support. Focus area: Global Public Health Policy
op-00519,Centre for the Governance of AI — General Support (2023),Centre for the Governance of AI,3000000,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Centre for the Governance of AI — General Support (2023). Focus area: Potential Risks from Advanced AI
op-00526,Fair Share Housing Center — Legal Work in NJ,Fair Share Housing Center,185000,2023-05-01,Open Philanthropy,Other,Land Use Reform,,,,,,,Fair Share Housing Center — Legal Work in NJ. Focus area: Land Use Reform
op-00531,Mila — Workshop on Human-Level AI,Mila,50000,2023-05-01,Open Philanthropy,LTXR,Potential Risks from Advanced AI,,,,,,,Mila — Workshop on Human-Level AI. Focus area: Potential Risks from Advanced AI
op-00534,University of Birmingham — Biological Threat Detection Research,University of Birmingham,75000,2023-05-01,Open Philanthropy,LTXR,Biosecurity & Pandemic Preparedness,,,,,,,University of Birmingham — Biological Threat Detection Research. Focus area: Biosecurity & Pandemic Preparedness
op-00543,Dezernat Zukunft — Exit Grant,Dezernat Zukunft,2000000,2023-05-01,Open Philanthropy,Other,Macroeconomic Stabilization Policy,,,,,,,Dezernat Zukunft — Exit Grant. Focus area: Macroeconomic Stabilization Policy
op-00547,Koch Institute for Integrative Cancer Research at MIT — Pneumonia Diagnostics,Koch Institute for Integrative Cancer Research,3000000,2023-05-01,Open Philanthropy,GH,Human Health and Wellbeing,,,,,,,Koch Institute for Integrative Cancer Research at MIT — Pneumonia Diagnostics. Focus area: Human Health and Wellbeing
op-00549,CSIRO — Henipavirus Research,CSIRO,778886,2023-05-01,Open Philanthropy,LTXR,Science Supporting Biosecurity and Pandemic Preparedness,,,,,,,CSIRO — Henipavirus Research. Focus area: Science Supporting Biosecurity and Pandemic Preparedness
op-00569,Cures Within Reach — Generic Drug Trials,Cures Within Reach,800000,2023-05-01,Open Philanthropy,GH,Global Health R&D,,,,,,,Cures Within Reach — Generic Drug Trials. Focus area: Global Health R&D
op-00570,University of Ottawa — Institute for Replication,University of Ottawa,464698,2023-05-01,Open Philanthropy,Other,Innovation Policy,,,,,,,University of Ottawa — Institute for Replication. Focus area: Innovation Policy
gw-00168,SMS Reminders and Ambassadors for Immunization,Suvita,3305079,2023-04-19,GiveWell,GH,Global Health & Development,All Grants Fund,,India,SMS reminders; Vaccines,All Grants Fund; Individual donor,https://www.givewell.org/research/grants/suvita-sms-reminders-ambassadors-immunization-april-2023,"SMS Reminders and Ambassadors for Immunization. Country: India. Topics: SMS reminders,Vaccines. Funded by: All Grants Fund,Individual donor"
gw-00169,Vitamin A Supplementation in Madagascar,Helen Keller International,6000000,2023-04-12,GiveWell,GH,Global Health & Development,Individual donor,,Madagascar,Nutrition; Supplementation; Vitamin A supplementation (VAS),Individual donor,https://www.givewell.org/research/grants/helen-keller-international-vitamin-a-supplementation-madagascar-april-2023,"Vitamin A Supplementation in Madagascar. Country: Madagascar. Topics: Nutrition,Supplementation,Vitamin A supplementation (VAS). Funded by: Individual donor"
gw-00170,Deworming in Democratic Republic of the Congo,Sightsavers,5772073,2023-04-06,GiveWell,GH,Global Health & Development,All Grants Fund,,Democratic Republic of the Congo,Deworming,All Grants Fund; Doneer Effectief; Giving What We Can,https://www.givewell.org/research/grants/sightsavers-drc-april-2023,"Deworming in Democratic Republic of the Congo. Country: Democratic Republic of the Congo. Topics: Deworming. Funded by: All Grants Fund,Doneer Effectief,Giving What We Can"
gw-00171,Organizational Support,Interactive Research & Development (IRD Global),3681228,2023-04-05,GiveWell,GH,Global Health & Development,Open Philanthropy,,,Organizational support,Open Philanthropy,https://www.givewell.org/research/grants/ird-global-organizational-support-april-2023,Organizational Support. Topics: Organizational support. Funded by: Open Philanthropy
eaf-00372,(Anonymous) — Long-Term Future Fund,(Anonymous),63242,2023-04-01,EA Funds,LTXR,Long-Term Future Fund,Long-Term Future Fund,,,,,,"6-month grant to pivot into AI alignment research. Goals include upskilling in linear algebra and probability theory, independent mechanistic interpretability research and working on AI Safety Camp research project ""Understanding Search in Transformers."""
